dteday,season,hr,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered
2011-10-24,Autumn,18,1,1,17,18,60,6,58,428
2011-10-24,Autumn,19,1,3,14,15,82,0,25,212
2011-10-24,Autumn,20,1,1,14,15,82,7,11,118
2011-10-24,Autumn,21,1,1,13,13,87,7,12,114
2011-10-24,Autumn,22,1,1,14,15,75,11,3,76
2011-10-24,Autumn,23,1,1,13,13,77,6,9,50
2011-10-25,Autumn,0,1,1,12,13,77,8,4,26
2011-10-25,Autumn,1,1,1,12,13,77,8,5,6
2011-10-25,Autumn,2,1,1,11,11,82,8,2,3
2011-10-25,Autumn,3,1,1,10,11,87,0,1,3
2011-10-25,Autumn,4,1,1,9,9,87,8,0,5
2011-10-25,Autumn,5,1,1,9,9,87,8,0,24
2011-10-25,Autumn,6,1,1,9,9,82,7,3,95
2011-10-25,Autumn,7,1,1,10,11,76,12,15,299
2011-10-25,Autumn,8,1,1,12,13,72,0,25,383
2011-10-25,Autumn,9,1,1,14,15,55,15,29,194
2011-10-25,Autumn,10,1,1,15,15,51,16,26,102
2011-10-25,Autumn,11,1,1,16,17,48,19,46,120
2011-10-25,Autumn,12,1,1,17,18,39,23,35,165
2011-10-25,Autumn,13,1,1,18,18,37,26,37,161
2011-10-25,Autumn,14,1,1,18,18,40,16,66,134
2011-10-25,Autumn,15,1,1,18,18,37,7,63,171
2011-10-25,Autumn,16,1,1,18,18,37,12,52,233
2011-10-25,Autumn,17,1,1,18,18,37,7,68,517
2011-10-25,Autumn,18,1,1,16,17,42,7,65,453
2011-10-25,Autumn,19,1,1,14,15,67,12,44,294
2011-10-25,Autumn,20,1,1,13,13,67,7,40,208
2011-10-25,Autumn,21,1,1,12,13,72,8,32,169
2011-10-25,Autumn,22,1,1,13,13,67,12,22,148
2011-10-25,Autumn,23,1,1,12,13,72,8,15,79
2011-10-26,Autumn,0,1,1,12,13,72,12,4,28
2011-10-26,Autumn,1,1,1,12,13,67,16,3,9
2011-10-26,Autumn,2,1,1,12,13,67,11,2,1
2011-10-26,Autumn,3,1,1,12,13,67,15,0,3
2011-10-26,Autumn,4,1,1,11,11,71,16,0,5
2011-10-26,Autumn,5,1,1,11,11,71,15,0,21
2011-10-26,Autumn,6,1,1,11,11,71,15,0,92
2011-10-26,Autumn,7,1,1,11,11,71,11,15,284
2011-10-26,Autumn,8,1,2,12,13,67,12,26,438
2011-10-26,Autumn,9,1,2,14,15,63,15,14,226
2011-10-26,Autumn,10,1,2,16,17,62,16,26,105
2011-10-26,Autumn,11,1,1,16,17,59,22,23,132
2011-10-26,Autumn,12,1,3,19,20,53,15,39,155
2011-10-26,Autumn,13,1,3,18,18,60,7,20,62
2011-10-26,Autumn,14,1,2,16,17,77,0,14,52
2011-10-26,Autumn,15,1,2,16,17,77,0,11,59
2011-10-26,Autumn,16,1,2,16,17,77,6,17,196
2011-10-26,Autumn,17,1,2,16,17,77,7,40,414
2011-10-26,Autumn,18,1,1,16,17,77,11,55,398
2011-10-26,Autumn,19,1,1,15,15,82,0,25,306
2011-10-26,Autumn,20,1,1,15,15,88,0,27,180
2011-10-26,Autumn,21,1,2,16,17,77,0,17,140
2011-10-26,Autumn,22,1,2,14,15,88,6,23,112
2011-10-26,Autumn,23,1,2,14,15,88,6,3,72
2011-10-27,Autumn,0,1,1,13,13,94,0,3,23
2011-10-27,Autumn,1,1,1,13,13,94,0,2,9
2011-10-27,Autumn,2,1,3,13,13,94,0,3,5
2011-10-27,Autumn,3,1,3,13,13,94,0,1,3
2011-10-27,Autumn,4,1,3,14,15,88,0,1,3
2011-10-27,Autumn,5,1,3,14,15,88,6,1,14
2011-10-27,Autumn,6,1,3,15,15,82,0,4,42
2011-10-27,Autumn,7,1,2,13,13,94,6,9,128
2011-10-27,Autumn,8,1,3,14,15,88,12,12,304
2011-10-27,Autumn,9,1,2,15,15,82,11,16,155
2011-10-27,Autumn,10,1,3,15,15,88,12,10,52
2011-10-27,Autumn,11,1,3,15,15,88,8,8,44
2011-10-27,Autumn,12,1,3,15,15,88,8,8,45
2011-10-27,Autumn,13,1,2,15,15,88,11,10,64
2011-10-27,Autumn,14,1,2,16,17,83,0,16,76
2011-10-27,Autumn,15,1,2,16,17,83,7,12,95
2011-10-27,Autumn,16,1,2,18,18,73,11,14,193
2011-10-27,Autumn,17,1,2,15,15,72,31,31,291
2011-10-27,Autumn,18,1,2,14,15,67,31,14,226
2011-10-27,Autumn,19,1,2,12,13,67,31,19,200
2011-10-27,Autumn,20,1,1,11,11,67,32,11,171
2011-10-27,Autumn,21,1,1,10,11,62,35,13,119
2011-10-27,Autumn,22,1,1,8,5,66,32,14,97
2011-10-27,Autumn,23,1,1,7,3,61,27,8,60
2011-10-28,Autumn,0,1,1,7,5,66,16,4,40
2011-10-28,Autumn,1,1,1,7,3,66,16,7,9
2011-10-28,Autumn,2,1,1,7,3,66,19,1,3
2011-10-28,Autumn,3,1,1,6,3,70,19,4,4
2011-10-28,Autumn,4,1,1,6,3,65,19,5,5
2011-10-28,Autumn,5,1,2,6,3,61,16,0,25
2011-10-28,Autumn,6,1,1,5,1,65,16,1,74
2011-10-28,Autumn,7,1,1,5,1,65,16,6,199
2011-10-28,Autumn,8,1,1,6,3,61,19,13,361
2011-10-28,Autumn,9,1,1,7,3,56,15,19,210
2011-10-28,Autumn,10,1,1,7,5,56,15,28,102
2011-10-28,Autumn,11,1,1,8,7,50,15,40,128
2011-10-28,Autumn,12,1,2,9,9,40,11,46,167
2011-10-28,Autumn,13,1,2,9,9,42,15,43,185
2011-10-28,Autumn,14,1,2,8,7,46,12,33,152
2011-10-28,Autumn,15,1,2,8,5,43,16,44,171
2011-10-28,Autumn,16,1,2,8,7,46,11,46,262
2011-10-28,Autumn,17,1,2,8,7,50,8,35,411
2011-10-28,Autumn,18,1,2,8,7,53,11,36,332
2011-10-28,Autumn,19,1,2,8,7,50,8,16,188
2011-10-28,Autumn,20,1,3,7,5,61,15,12,131
2011-10-28,Autumn,21,1,3,7,5,70,11,5,69
2011-10-28,Autumn,22,1,3,6,3,75,19,4,32
2011-10-28,Autumn,23,1,3,6,1,81,22,8,31
2011-10-29,Autumn,0,0,3,5,1,87,19,0,19
2011-10-29,Autumn,1,0,3,6,1,87,19,0,18
2011-10-29,Autumn,2,0,3,6,1,87,19,1,16
2011-10-29,Autumn,3,0,3,6,1,81,27,0,8
2011-10-29,Autumn,4,0,3,6,1,81,27,0,1
2011-10-29,Autumn,5,0,3,4,0,93,23,0,1
2011-10-29,Autumn,6,0,3,4,0,87,23,4,1
2011-10-29,Autumn,7,0,3,4,0,87,23,1,6
2011-10-29,Autumn,8,0,3,5,1,87,23,4,16
2011-10-29,Autumn,9,0,3,5,1,87,23,1,19
2011-10-29,Autumn,10,0,3,4,0,93,22,0,12
2011-10-29,Autumn,11,0,3,4,0,93,26,1,26
2011-10-29,Autumn,12,0,3,3,-2,87,32,6,44
2011-10-29,Autumn,13,0,3,3,-2,87,35,0,30
2011-10-29,Autumn,14,0,3,3,-2,87,30,0,29
2011-10-29,Autumn,15,0,3,2,-2,93,16,3,38
2011-10-29,Autumn,16,0,3,2,-2,93,22,3,19
2011-10-29,Autumn,17,0,3,2,-2,93,22,3,28
2011-10-29,Autumn,18,0,3,2,-2,93,22,6,37
2011-10-29,Autumn,19,0,1,3,-2,87,23,3,36
2011-10-29,Autumn,20,0,1,3,-2,87,23,7,40
2011-10-29,Autumn,21,0,1,3,-2,87,23,1,49
2011-10-29,Autumn,22,0,1,2,-2,87,15,10,44
2011-10-29,Autumn,23,0,1,2,0,87,12,3,33
2011-10-30,Autumn,0,0,1,2,-2,87,15,7,47
2011-10-30,Autumn,1,0,1,2,-2,87,16,9,34
2011-10-30,Autumn,2,0,1,2,-2,87,19,7,43
2011-10-30,Autumn,3,0,1,3,-2,75,23,7,26
2011-10-30,Autumn,4,0,1,2,-2,80,22,1,10
2011-10-30,Autumn,5,0,1,3,-2,75,19,0,4
2011-10-30,Autumn,6,0,1,3,0,75,16,2,8
2011-10-30,Autumn,7,0,1,3,3,75,0,7,15
2011-10-30,Autumn,8,0,1,4,1,70,15,20,60
2011-10-30,Autumn,9,0,1,6,3,65,16,55,92
2011-10-30,Autumn,10,0,1,7,5,61,6,53,125
2011-10-30,Autumn,11,0,1,8,7,53,15,58,182
2011-10-30,Autumn,12,0,1,9,9,50,12,85,229
2011-10-30,Autumn,13,0,1,10,11,43,15,113,232
2011-10-30,Autumn,14,0,1,11,11,38,12,91,209
2011-10-30,Autumn,15,0,1,11,11,35,11,88,202
2011-10-30,Autumn,16,0,1,11,11,32,8,107,213
2011-10-30,Autumn,17,0,1,10,11,35,7,54,191
2011-10-30,Autumn,18,0,1,8,7,40,8,51,162
2011-10-30,Autumn,19,0,1,18,18,49,19,28,125
2011-10-30,Autumn,20,0,1,7,7,56,0,18,74
2011-10-30,Autumn,21,0,1,7,7,66,0,4,75
2011-10-30,Autumn,22,0,1,6,5,75,0,13,58
2011-10-30,Autumn,23,0,1,4,3,87,0,7,30
2011-10-31,Autumn,0,1,1,4,3,87,0,3,20
2011-10-31,Autumn,1,1,1,4,3,81,0,5,8
2011-10-31,Autumn,2,1,1,3,3,87,0,0,3
2011-10-31,Autumn,3,1,1,3,1,87,7,0,3
2011-10-31,Autumn,4,1,1,3,3,87,0,1,5
2011-10-31,Autumn,5,1,1,2,1,93,0,0,18
2011-10-31,Autumn,6,1,1,3,3,87,0,4,82
2011-10-31,Autumn,7,1,1,3,3,93,0,11,216
2011-10-31,Autumn,8,1,2,5,5,87,0,17,355
2011-10-31,Autumn,9,1,2,7,5,76,11,14,197
2011-10-31,Autumn,10,1,2,8,7,56,11,18,87
2011-10-31,Autumn,11,1,1,10,11,50,8,31,97
2011-10-31,Autumn,12,1,1,11,11,44,15,30,140
2011-10-31,Autumn,13,1,2,12,13,44,15,24,128
2011-10-31,Autumn,14,1,2,12,13,47,15,22,119
2011-10-31,Autumn,15,1,1,12,13,47,11,27,141
2011-10-31,Autumn,16,1,1,11,11,54,11,30,242
2011-10-31,Autumn,17,1,1,11,11,54,8,44,442
2011-10-31,Autumn,18,1,1,10,11,66,6,30,392
2011-10-31,Autumn,19,1,1,10,11,66,6,12,226
2011-10-31,Autumn,20,1,1,10,11,66,6,18,154
2011-10-31,Autumn,21,1,2,8,7,76,12,7,109
2011-10-31,Autumn,22,1,2,8,7,76,12,8,77
2011-10-31,Autumn,23,1,2,8,7,76,12,6,46
2011-11-01,Autumn,0,1,2,8,7,87,11,3,18
2011-11-01,Autumn,1,1,1,8,7,81,8,3,8
2011-11-01,Autumn,2,1,2,8,7,81,11,1,3
2011-11-01,Autumn,3,1,2,8,7,81,8,1,5
2011-11-01,Autumn,4,1,1,7,5,81,15,1,7
2011-11-01,Autumn,5,1,1,7,5,81,12,0,18
2011-11-01,Autumn,6,1,1,7,5,81,12,3,90
2011-11-01,Autumn,7,1,1,7,5,76,12,8,246
2011-11-01,Autumn,8,1,1,8,5,71,16,17,402
2011-11-01,Autumn,9,1,1,10,11,66,11,16,206
2011-11-01,Autumn,10,1,1,12,13,62,8,21,114
2011-11-01,Autumn,11,1,1,13,13,63,7,16,101
2011-11-01,Autumn,12,1,1,15,15,48,6,23,153
2011-11-01,Autumn,13,1,1,14,15,55,12,20,147
2011-11-01,Autumn,14,1,1,15,15,48,16,32,118
2011-11-01,Autumn,15,1,1,15,15,45,8,38,148
2011-11-01,Autumn,16,1,1,14,15,44,11,46,252
2011-11-01,Autumn,17,1,1,12,13,54,11,36,470
2011-11-01,Autumn,18,1,1,11,11,57,7,39,421
2011-11-01,Autumn,19,1,1,11,11,57,6,39,274
2011-11-01,Autumn,20,1,1,10,11,71,0,18,191
2011-11-01,Autumn,21,1,1,8,9,81,0,13,114
2011-11-01,Autumn,22,1,1,8,9,81,0,5,91
2011-11-01,Autumn,23,1,1,7,7,87,0,11,61
2011-11-02,Autumn,0,1,1,7,7,87,0,0,19
2011-11-02,Autumn,1,1,1,6,5,87,0,2,8
2011-11-02,Autumn,2,1,1,6,5,87,0,0,2
2011-11-02,Autumn,3,1,1,6,5,75,0,0,2
2011-11-02,Autumn,4,1,1,6,5,87,0,0,4
2011-11-02,Autumn,5,1,1,6,5,81,0,0,27
2011-11-02,Autumn,6,1,1,6,5,81,0,1,91
2011-11-02,Autumn,7,1,1,6,5,81,0,11,240
2011-11-02,Autumn,8,1,1,7,7,87,0,20,452
2011-11-02,Autumn,9,1,1,7,7,87,0,15,213
2011-11-02,Autumn,10,1,1,10,11,71,6,25,108
2011-11-02,Autumn,11,1,1,11,11,71,8,27,117
2011-11-02,Autumn,12,1,1,13,13,55,11,32,157
2011-11-02,Autumn,13,1,1,14,15,48,11,22,139
2011-11-02,Autumn,14,1,1,15,15,45,11,40,132
2011-11-02,Autumn,15,1,1,14,15,51,11,26,161
2011-11-02,Autumn,16,1,1,14,15,51,7,35,231
2011-11-02,Autumn,17,1,1,12,13,62,12,30,523
2011-11-02,Autumn,18,1,1,11,11,71,11,31,448
2011-11-02,Autumn,19,1,1,10,11,76,8,25,257
2011-11-02,Autumn,20,1,1,10,11,66,8,5,177
2011-11-02,Autumn,21,1,1,9,9,71,8,13,155
2011-11-02,Autumn,22,1,1,8,7,71,8,7,99
2011-11-02,Autumn,23,1,1,8,7,76,6,3,54
2011-11-03,Autumn,0,1,1,8,7,76,6,3,28
2011-11-03,Autumn,1,1,1,7,5,81,8,3,12
2011-11-03,Autumn,2,1,1,7,5,76,8,2,5
2011-11-03,Autumn,3,1,1,7,5,81,8,1,4
2011-11-03,Autumn,4,1,1,7,5,81,6,1,3
2011-11-03,Autumn,5,1,1,7,5,81,8,1,27
2011-11-03,Autumn,6,1,1,7,5,76,12,3,96
2011-11-03,Autumn,7,1,2,7,5,81,6,12,280
2011-11-03,Autumn,8,1,2,7,7,81,6,8,394
2011-11-03,Autumn,9,1,2,8,7,81,12,9,155
2011-11-03,Autumn,10,1,2,10,11,76,12,12,98
2011-11-03,Autumn,11,1,1,12,13,67,12,12,108
2011-11-03,Autumn,12,1,1,15,15,51,12,17,162
2011-11-03,Autumn,13,1,2,16,17,48,16,19,150
2011-11-03,Autumn,14,1,1,16,17,52,11,32,120
2011-11-03,Autumn,15,1,1,16,17,52,11,24,138
2011-11-03,Autumn,16,1,1,16,17,48,12,33,234
2011-11-03,Autumn,17,1,1,14,15,55,6,33,465
2011-11-03,Autumn,18,1,1,13,13,63,8,24,409
2011-11-03,Autumn,19,1,1,12,13,67,6,18,234
2011-11-03,Autumn,20,1,1,11,11,71,7,11,198
2011-11-03,Autumn,21,1,1,10,11,76,8,4,140
2011-11-03,Autumn,22,1,1,10,11,82,0,21,116
2011-11-03,Autumn,23,1,1,10,11,82,6,15,80
2011-11-04,Autumn,0,1,2,10,11,82,0,11,32
2011-11-04,Autumn,1,1,2,10,11,82,0,1,16
2011-11-04,Autumn,2,1,2,10,11,76,0,2,8
2011-11-04,Autumn,3,1,2,9,9,87,11,1,7
2011-11-04,Autumn,4,1,2,9,9,87,6,1,6
2011-11-04,Autumn,5,1,2,9,9,87,0,0,23
2011-11-04,Autumn,6,1,2,9,9,87,6,2,64
2011-11-04,Autumn,7,1,2,10,11,86,15,10,235
2011-11-04,Autumn,8,1,2,10,11,87,23,8,387
2011-11-04,Autumn,9,1,2,11,11,71,31,15,239
2011-11-04,Autumn,10,1,2,11,11,71,22,19,115
2011-11-04,Autumn,11,1,2,12,13,67,30,34,128
2011-11-04,Autumn,12,1,2,14,15,55,32,44,153
2011-11-04,Autumn,13,1,1,12,13,51,27,33,161
2011-11-04,Autumn,14,1,1,12,13,47,19,54,147
2011-11-04,Autumn,15,1,1,13,13,44,26,45,192
2011-11-04,Autumn,16,1,1,13,13,36,26,53,237
2011-11-04,Autumn,17,1,1,11,11,38,23,42,438
2011-11-04,Autumn,18,1,1,11,11,32,31,35,339
2011-11-04,Autumn,19,1,1,10,11,37,23,14,182
2011-11-04,Autumn,20,1,1,8,5,43,19,15,171
2011-11-04,Autumn,21,1,1,7,5,46,16,8,115
2011-11-04,Autumn,22,1,1,7,3,46,22,6,109
2011-11-04,Autumn,23,1,1,7,3,49,22,17,72
2011-11-05,Autumn,0,0,1,7,3,45,23,4,48
2011-11-05,Autumn,1,0,1,7,3,45,19,5,57
2011-11-05,Autumn,2,0,1,6,1,52,22,7,24
2011-11-05,Autumn,3,0,1,6,1,52,19,0,8
2011-11-05,Autumn,4,0,1,5,1,56,22,3,5
2011-11-05,Autumn,5,0,1,4,0,60,22,0,2
2011-11-05,Autumn,6,0,1,4,0,60,16,3,20
2011-11-05,Autumn,7,0,1,4,0,60,19,3,31
2011-11-05,Autumn,8,0,1,5,1,56,22,4,80
2011-11-05,Autumn,9,0,1,6,1,56,19,30,111
2011-11-05,Autumn,10,0,1,7,3,53,16,56,171
2011-11-05,Autumn,11,0,1,8,7,46,7,69,169
2011-11-05,Autumn,12,0,1,8,7,46,11,137,235
2011-11-05,Autumn,13,0,1,10,11,37,7,148,207
2011-11-05,Autumn,14,0,1,11,11,35,8,159,227
2011-11-05,Autumn,15,0,1,10,11,37,12,141,202
2011-11-05,Autumn,16,0,1,10,11,40,15,128,207
2011-11-05,Autumn,17,0,1,9,9,40,11,100,234
2011-11-05,Autumn,18,0,1,8,7,50,6,52,185
2011-11-05,Autumn,19,0,1,7,7,53,0,45,159
2011-11-05,Autumn,20,0,1,7,7,66,0,29,136
2011-11-05,Autumn,21,0,1,7,7,66,0,19,99
2011-11-05,Autumn,22,0,1,6,5,65,0,10,72
2011-11-05,Autumn,23,0,1,5,5,70,0,4,81
2011-11-06,Autumn,0,0,1,5,5,75,0,10,65
2011-11-06,Autumn,1,0,1,4,3,81,0,11,104
2011-11-06,Autumn,2,0,1,4,3,81,0,6,23
2011-11-06,Autumn,3,0,1,3,3,87,0,5,4
2011-11-06,Autumn,4,0,1,3,3,87,0,0,6
2011-11-06,Autumn,5,0,1,3,0,87,8,0,5
2011-11-06,Autumn,6,0,1,4,3,81,6,5,11
2011-11-06,Autumn,7,0,1,4,1,87,7,4,24
2011-11-06,Autumn,8,0,2,5,3,87,6,19,71
2011-11-06,Autumn,9,0,2,6,5,75,6,36,134
2011-11-06,Autumn,10,0,1,8,7,66,6,76,186
2011-11-06,Autumn,11,0,1,11,11,57,6,104,216
2011-11-06,Autumn,12,0,1,12,13,54,0,120,226
2011-11-06,Autumn,13,0,1,13,13,51,11,105,209
2011-11-06,Autumn,14,0,1,13,13,55,12,101,219
2011-11-06,Autumn,15,0,1,14,15,51,12,96,210
2011-11-06,Autumn,16,0,1,13,13,55,15,84,263
2011-11-06,Autumn,17,0,1,12,13,62,11,71,185
2011-11-06,Autumn,18,0,1,11,11,71,7,39,146
2011-11-06,Autumn,19,0,1,9,9,76,12,21,130
2011-11-06,Autumn,20,0,1,8,7,81,7,16,100
2011-11-06,Autumn,21,0,1,8,7,81,6,11,77
2011-11-06,Autumn,22,0,1,8,9,87,0,5,40
2011-11-06,Autumn,23,0,1,7,7,87,6,7,43
2011-11-07,Autumn,0,1,1,7,7,87,0,1,14
2011-11-07,Autumn,1,1,1,7,7,87,0,2,6
2011-11-07,Autumn,2,1,1,7,7,93,0,0,2
2011-11-07,Autumn,3,1,1,7,7,93,0,0,3
2011-11-07,Autumn,4,1,1,7,7,93,0,2,4
2011-11-07,Autumn,5,1,1,6,5,93,0,1,25
2011-11-07,Autumn,6,1,2,5,5,93,0,2,97
2011-11-07,Autumn,7,1,2,5,5,93,0,6,305
2011-11-07,Autumn,8,1,2,6,5,100,6,13,397
2011-11-07,Autumn,9,1,2,7,5,100,8,18,156
2011-11-07,Autumn,10,1,1,8,7,93,8,28,95
2011-11-07,Autumn,11,1,1,11,11,77,7,28,100
2011-11-07,Autumn,12,1,1,13,13,67,0,21,158
2011-11-07,Autumn,13,1,1,17,18,49,6,32,157
2011-11-07,Autumn,14,1,1,18,18,37,11,30,115
2011-11-07,Autumn,15,1,1,18,18,37,7,38,132
2011-11-07,Autumn,16,1,1,16,17,45,0,40,255
2011-11-07,Autumn,17,1,1,15,15,45,11,39,489
2011-11-07,Autumn,18,1,1,13,13,59,7,18,407
2011-11-07,Autumn,19,1,1,13,13,59,0,20,280
2011-11-07,Autumn,20,1,1,10,11,71,0,17,187
2011-11-07,Autumn,21,1,1,9,9,82,7,10,129
2011-11-07,Autumn,22,1,1,8,7,81,6,6,102
2011-11-07,Autumn,23,1,1,8,7,87,6,1,47
2011-11-08,Autumn,0,1,1,7,7,87,6,0,18
2011-11-08,Autumn,1,1,1,7,5,93,7,3,8
2011-11-08,Autumn,2,1,1,7,7,87,0,0,1
2011-11-08,Autumn,3,1,1,7,7,87,0,0,3
2011-11-08,Autumn,4,1,1,6,5,87,0,0,4
2011-11-08,Autumn,5,1,1,6,5,87,6,1,17
2011-11-08,Autumn,6,1,1,6,5,87,0,3,96
2011-11-08,Autumn,7,1,1,6,5,87,7,7,316
2011-11-08,Autumn,8,1,1,7,5,93,7,11,455
2011-11-08,Autumn,9,1,1,8,9,87,0,14,177
2011-11-08,Autumn,10,1,1,11,11,71,6,25,104
2011-11-08,Autumn,11,1,1,13,13,63,8,21,126
2011-11-08,Autumn,12,1,1,16,17,52,8,28,175
2011-11-08,Autumn,13,1,1,17,18,49,11,31,165
2011-11-08,Autumn,14,1,1,18,18,46,7,32,129
2011-11-08,Autumn,15,1,1,19,20,46,7,33,155
2011-11-08,Autumn,16,1,1,18,18,46,8,39,250
2011-11-08,Autumn,17,1,1,16,17,43,11,40,459
2011-11-08,Autumn,18,1,1,14,15,55,8,30,432
2011-11-08,Autumn,19,1,1,13,13,59,0,14,264
2011-11-08,Autumn,20,1,1,10,11,76,0,12,169
2011-11-08,Autumn,21,1,1,10,11,76,0,16,166
2011-11-08,Autumn,22,1,1,8,9,87,0,13,95
2011-11-08,Autumn,23,1,1,8,9,81,0,3,45
2011-11-09,Autumn,0,1,1,8,9,87,0,0,13
2011-11-09,Autumn,1,1,1,7,7,87,0,0,10
2011-11-09,Autumn,2,1,1,7,7,93,0,0,5
2011-11-09,Autumn,3,1,1,7,7,93,0,0,4
2011-11-09,Autumn,4,1,1,7,7,87,0,0,4
2011-11-09,Autumn,5,1,1,6,5,87,0,0,28
2011-11-09,Autumn,6,1,1,6,5,87,0,0,98
2011-11-09,Autumn,7,1,1,6,5,87,0,0,300
2011-11-09,Autumn,8,1,1,7,7,93,0,19,437
2011-11-09,Autumn,9,1,1,7,7,93,0,22,197
2011-11-09,Autumn,10,1,1,10,11,76,7,16,89
2011-11-09,Autumn,11,1,1,13,13,67,11,21,131
2011-11-09,Autumn,12,1,1,15,15,51,11,24,156
2011-11-09,Autumn,13,1,1,15,15,51,11,31,136
2011-11-09,Autumn,14,1,1,16,17,48,11,26,153
2011-11-09,Autumn,15,1,1,16,17,45,15,21,130
2011-11-09,Autumn,16,1,1,16,17,48,12,24,257
2011-11-09,Autumn,17,1,1,13,13,63,7,27,458
2011-11-09,Autumn,18,1,1,12,13,67,7,21,387
2011-11-09,Autumn,19,1,1,12,13,72,7,12,292
2011-11-09,Autumn,20,1,1,12,13,77,0,18,201
2011-11-09,Autumn,21,1,1,10,11,87,0,9,152
2011-11-09,Autumn,22,1,1,10,11,87,0,9,105
2011-11-09,Autumn,23,1,1,9,9,87,0,5,61
2011-11-10,Autumn,0,1,1,10,11,87,0,0,24
2011-11-10,Autumn,1,1,2,10,11,87,0,1,10
2011-11-10,Autumn,2,1,2,9,9,94,0,0,5
2011-11-10,Autumn,3,1,1,9,9,94,6,0,11
2011-11-10,Autumn,4,1,1,9,9,94,6,1,2
2011-11-10,Autumn,5,1,2,8,7,100,8,1,22
2011-11-10,Autumn,6,1,2,8,7,100,8,4,110
2011-11-10,Autumn,7,1,2,9,9,94,11,6,266
2011-11-10,Autumn,8,1,2,10,11,94,6,18,418
2011-11-10,Autumn,9,1,2,11,11,94,7,23,188
2011-11-10,Autumn,10,1,2,12,13,88,15,17,100
2011-11-10,Autumn,11,1,2,13,13,67,26,9,99
2011-11-10,Autumn,12,1,2,11,11,67,23,18,149
2011-11-10,Autumn,13,1,3,8,5,81,23,9,87
2011-11-10,Autumn,14,1,3,8,5,87,19,6,58
2011-11-10,Autumn,15,1,3,8,5,81,19,5,57
2011-11-10,Autumn,16,1,3,8,7,81,15,6,67
2011-11-10,Autumn,17,1,3,8,7,81,15,9,168
2011-11-10,Autumn,18,1,2,8,7,81,11,10,263
2011-11-10,Autumn,19,1,2,8,7,71,15,19,192
2011-11-10,Autumn,20,1,2,8,5,62,19,8,160
2011-11-10,Autumn,21,1,1,8,5,56,16,6,130
2011-11-10,Autumn,22,1,1,8,5,53,19,5,84
2011-11-10,Autumn,23,1,2,7,5,56,11,9,73
2011-11-11,Autumn,0,0,1,7,5,53,16,10,56
2011-11-11,Autumn,1,0,1,7,3,56,22,3,16
2011-11-11,Autumn,2,0,1,7,3,56,19,1,10
2011-11-11,Autumn,3,0,1,6,3,61,12,0,6
2011-11-11,Autumn,4,0,1,6,3,61,12,0,8
2011-11-11,Autumn,5,0,1,6,3,49,16,0,13
2011-11-11,Autumn,6,0,1,5,1,45,22,0,46
2011-11-11,Autumn,7,0,1,5,1,45,16,5,116
2011-11-11,Autumn,8,0,1,6,1,42,23,9,249
2011-11-11,Autumn,9,0,1,7,3,45,30,15,186
2011-11-11,Autumn,10,0,1,7,1,42,36,38,162
2011-11-11,Autumn,11,0,1,7,3,42,32,20,150
2011-11-11,Autumn,12,0,1,7,3,42,31,41,198
2011-11-11,Autumn,13,0,1,9,9,37,36,57,179
2011-11-11,Autumn,14,0,1,9,9,37,31,64,183
2011-11-11,Autumn,15,0,1,8,5,37,27,29,187
2011-11-11,Autumn,16,0,1,8,5,34,22,49,189
2011-11-11,Autumn,17,0,1,7,3,39,22,24,286
2011-11-11,Autumn,18,0,1,7,5,39,16,23,185
2011-11-11,Autumn,19,0,1,7,5,39,11,17,182
2011-11-11,Autumn,20,0,1,7,5,39,12,12,97
2011-11-11,Autumn,21,0,1,6,3,45,11,4,79
2011-11-11,Autumn,22,0,1,7,5,39,12,13,78
2011-11-11,Autumn,23,0,1,6,5,45,6,6,67
2011-11-12,Autumn,0,0,1,3,0,60,8,12,52
2011-11-12,Autumn,1,0,1,3,0,60,8,9,45
2011-11-12,Autumn,2,0,1,3,1,65,6,7,39
2011-11-12,Autumn,3,0,1,3,0,70,8,4,13
2011-11-12,Autumn,4,0,1,1,-2,80,8,0,7
2011-11-12,Autumn,5,0,1,2,1,75,6,1,3
2011-11-12,Autumn,6,0,1,2,0,75,11,0,7
2011-11-12,Autumn,7,0,1,2,0,75,12,3,24
2011-11-12,Autumn,8,0,1,4,1,70,12,14,87
2011-11-12,Autumn,9,0,1,6,3,61,11,18,142
2011-11-12,Autumn,10,0,1,7,5,61,19,62,170
2011-11-12,Autumn,11,0,1,9,9,54,19,102,213
2011-11-12,Autumn,12,0,1,12,13,44,19,142,224
2011-11-12,Autumn,13,0,1,14,15,36,19,128,225
2011-11-12,Autumn,14,0,1,15,15,36,19,191,244
2011-11-12,Autumn,15,0,1,16,17,28,19,165,221
2011-11-12,Autumn,16,0,1,16,17,32,16,137,224
2011-11-12,Autumn,17,0,1,15,15,34,16,92,193
2011-11-12,Autumn,18,0,1,11,11,57,12,53,150
2011-11-12,Autumn,19,0,1,11,11,50,16,32,139
2011-11-12,Autumn,20,0,1,11,11,50,19,31,101
2011-11-12,Autumn,21,0,1,11,11,47,19,19,103
2011-11-12,Autumn,22,0,1,11,11,47,16,30,88
2011-11-12,Autumn,23,0,1,10,11,57,11,23,78
2011-11-13,Autumn,0,0,2,10,11,57,12,12,61
2011-11-13,Autumn,1,0,2,8,7,66,12,13,58
